artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
,Logged In,Chloe,F,1,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1.54094E+12,943,,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Mohammad,M,44,Rodriguez,,paid,"Sacramento--Roseville--Arden-Arcade, CA",GET,Settings,1.54051E+12,900,,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Kanka Feat. Brother Culture,Logged In,Hayden,F,24,Brock,293.40689,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Revolution,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Linkin Park,Logged In,Mohammad,M,45,Rodriguez,259.86567,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,My December,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
,Logged In,Chloe,F,0,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1.54094E+12,959,,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sara Bareilles,Logged In,Hayden,F,25,Brock,233.37751,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Gravity,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Marvin Gaye,Logged In,Mohammad,M,46,Rodriguez,235.62404,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,I Want You,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Toranja,Logged In,Hayden,F,26,Brock,120.21506,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Doce No ChÃÂ£o,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Shinedown,Logged In,Mohammad,M,47,Rodriguez,191.05914,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Cyanide Sweet Tooth Suicide (Album Version),200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
the bird and the bee,Logged In,Hayden,F,27,Brock,165.642,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Again & Again,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Morella's Forest,Logged In,Mohammad,M,48,Rodriguez,243.01669,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Falling,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Foo Fighters,Logged In,Hayden,F,28,Brock,117.002,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Hell,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Faith No More,Logged In,Chloe,F,1,Cuevas,186.14812,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Easy,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Bon Iver,Logged In,Hayden,F,29,Brock,238.49751,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Skinny Love,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Hellogoodbye,Logged In,Mohammad,M,49,Rodriguez,193.93261,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Shimmy Shimmy Quarter Turn (Take It Back To Square One),200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Virus Syndicate,Logged In,Chloe,F,2,Cuevas,219.01016,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Vibrator,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Plastilina Mosh,Logged In,Hayden,F,30,Brock,247.01342,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,AlÃÂ³,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Rise Against,Logged In,Mohammad,M,50,Rodriguez,242.25914,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Savior,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
The Used,Logged In,Chloe,F,3,Cuevas,190.82404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Let It Bleed (Amended Album Version),200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Sonora Carruseles,Logged In,Hayden,F,31,Brock,223.65995,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Linda Cubana,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Band Of Horses,Logged In,Mohammad,M,51,Rodriguez,187.0624,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,The General Specific (Album),200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
A Day To Remember,Logged In,Chloe,F,4,Cuevas,243.22567,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,If It Means A Lot To You,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Rammstein,Logged In,Mohammad,M,52,Rodriguez,188.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Feuer Frei,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Angels and Airwaves,Logged In,Hayden,F,32,Brock,302.05342,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,The Gift,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Circle Of Dead Children,Logged In,Chloe,F,5,Cuevas,30.82404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Grabbing N,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Submersed,Logged In,Chloe,F,6,Cuevas,214.41261,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Deny Me,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Of Montreal,Logged In,Mohammad,M,53,Rodriguez,265.56036,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Disconnect The Dots (LP Version),200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Modern English,Logged In,Hayden,F,33,Brock,277.52444,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,I Melt With You,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Elliott Smith,Logged In,Chloe,F,7,Cuevas,270.62812,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Twilight,200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Cream,Logged In,Mohammad,M,54,Rodriguez,298.23955,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,White Room,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Blindside,Logged In,Chloe,F,8,Cuevas,192.20853,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1.54094E+12,959,Pitiful (LP Version),200,1.54325E+12,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Benga,Logged In,Hayden,F,34,Brock,276.71465,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Benga's Off His Head,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
Rammstein,Logged In,Mohammad,M,55,Rodriguez,188.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1.54051E+12,900,Feuer Frei,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",88
Timbaland / Mia,Logged In,Hayden,F,35,Brock,234.52689,paid,"Detroit-Warren-Dearborn, MI",PUT,NextSong,1.54085E+12,381,Come Around,200,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
,Logged In,Hayden,F,36,Brock,,paid,"Detroit-Warren-Dearborn, MI",PUT,Logout,1.54085E+12,381,,307,1.54325E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:30.0) Gecko/20100101 Firefox/30.0,72
,Logged Out,,,37,,,paid,,GET,Home,,381,,200,1.54325E+12,,
,Logged In,Jacqueline,F,0,Lynch,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1.54022E+12,924,,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Les Savy Fav,Logged In,Jacqueline,F,1,Lynch,181.9424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,Bringing Us Down,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Kings Of Leon,Logged In,Jacqueline,F,2,Lynch,201.79546,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,Revelry,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Hot Water Music,Logged In,Jacqueline,F,3,Lynch,156.62975,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,God Deciding,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Blue States,Logged In,Jacqueline,F,4,Lynch,281.02485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,Stereo 99,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
The Black Keys,Logged In,Jacqueline,F,5,Lynch,339.43465,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,Everywhere I Go,200,1.54325E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
Trafik,Logged In,Jacqueline,F,6,Lynch,380.21179,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1.54022E+12,924,Dirty Word,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",29
,Logged Out,,,0,,,paid,,GET,Home,,933,,200,1.54326E+12,,
,Logged Out,,,1,,,paid,,PUT,Login,,933,,307,1.54326E+12,,
,Logged In,Tegan,F,2,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,933,,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Ryann,F,0,Smith,,free,"Palestine, TX",GET,Home,1.54069E+12,938,,200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
Alice Cooper,Logged In,Ryann,F,1,Smith,155.42812,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,Under My Wheels (Live),200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
,Logged In,Tegan,F,3,Levine,,paid,"Portland-South Portland, ME",GET,Settings,1.54079E+12,933,,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Tegan,F,4,Levine,,paid,"Portland-South Portland, ME",PUT,Save Settings,1.54079E+12,933,,307,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
The Rolling Stones,Logged In,Ryann,F,2,Smith,271.49016,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,Angie (1993 Digital Remaster),200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
,Logged In,Tegan,F,5,Levine,,paid,"Portland-South Portland, ME",GET,Home,1.54079E+12,933,,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Enrique Iglesias,Logged In,Ryann,F,3,Smith,264.202,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,Hero,200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
Deadmau5,Logged In,Tegan,F,6,Levine,429.94893,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Arguru,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Aphex Twin,Logged In,Ryann,F,4,Smith,547.13424,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,Tha,200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
Metric,Logged In,Tegan,F,7,Levine,286.24934,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Help I'm Alive,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Warren Barfield,Logged In,Tegan,F,8,Levine,222.98077,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Love Is Not A Fight,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Jack Johnson,Logged In,Ryann,F,5,Smith,283.92444,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,They Do_ They Don't,200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
Akon,Logged In,Tegan,F,9,Levine,235.85914,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Lonely,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Pixies,Logged In,Ryann,F,6,Smith,210.99057,free,"Palestine, TX",PUT,NextSong,1.54069E+12,938,Hey,200,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
,Logged In,Ryann,F,7,Smith,,free,"Palestine, TX",PUT,Logout,1.54069E+12,938,,307,1.54326E+12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,92
,Logged Out,,,8,,,free,,GET,Home,,938,,200,1.54326E+12,,
Enya,Logged In,Tegan,F,10,Levine,179.90485,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,To Go Beyond (II),200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Steely Dan,Logged In,Tegan,F,11,Levine,273.89342,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Rikki Don't Lose That Number,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Salt-N-Pepa,Logged In,Tegan,F,12,Levine,207.62077,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Push It,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Five Finger Death Punch,Logged In,Tegan,F,13,Levine,174.13179,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Crossing Over,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
Die Mooskirchner,Logged In,Tegan,F,14,Levine,169.29914,paid,"Portland-South Portland, ME",PUT,NextSong,1.54079E+12,933,Frisch und g'sund,200,1.54326E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",80
,Logged In,Theodore,M,0,Smith,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54031E+12,953,,200,1.54326E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
Lynyrd Skynyrd,Logged In,Theodore,M,1,Smith,216.60689,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54031E+12,953,Sweet home Alabama,200,1.54326E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
Kostia,Logged In,Theodore,M,2,Smith,281.10322,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54031E+12,953,Secret Garden,200,1.54326E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
,Logged In,Austin,M,0,Rosales,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1.54106E+12,802,,200,1.54326E+12,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,12
,Logged In,Theodore,M,0,Smith,,free,"Houston-The Woodlands-Sugar Land, TX",GET,Home,1.54031E+12,966,,200,1.54327E+12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,52
,Logged Out,,,0,,,free,,PUT,Login,,52,,307,1.54121E+12,,
,Logged In,Celeste,F,1,Williams,,free,"Klamath Falls, OR",GET,Home,1.54108E+12,52,,200,1.54121E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
Mynt,Logged In,Celeste,F,2,Williams,166.94812,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,52,Playa Haters,200,1.54121E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
Taylor Swift,Logged In,Celeste,F,3,Williams,230.47791,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,52,You Belong With Me,200,1.54121E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
Amy Winehouse,Logged In,Celeste,F,4,Williams,229.85098,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,52,Valerie,200,1.54121E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
Jimmy Eat World,Logged In,Celeste,F,5,Williams,285.83138,free,"Klamath Falls, OR",PUT,NextSong,1.54108E+12,52,Dizzy,200,1.54121E+12,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",53
,Logged Out,,,0,,,free,,GET,Home,,18,,200,1.54124E+12,,
Maldita Nerea,Logged In,Anabelle,F,0,Simpson,241.162,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1.54104E+12,158,Supelicula,200,1.54125E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",69
Fluke,Logged In,Connar,M,0,Moreno,478.92853,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1.54082E+12,168,Bermuda,200,1.54126E+12,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.46 (KHTML, like Gecko) Version/8.0 Safari/538.46""",62
Habib KoitÃÂ©,Logged In,Jayden,M,0,Fox,285.1522,free,"New Orleans-Metairie, LA",PUT,NextSong,1.54103E+12,185,Din Din Wo,200,1.54126E+12,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",101
The Kooks,Logged In,Sara,F,0,Johnson,132.25751,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Eddie's Gun,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Blues Traveler,Logged In,Sara,F,1,Johnson,290.24608,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Hook,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Coldplay,Logged In,Sara,F,2,Johnson,298.762,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Shiver,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Tom Petty And The Heartbreakers,Logged In,Sara,F,3,Johnson,183.01342,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,The Wild One_ Forever,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Girl Talk,Logged In,Sara,F,4,Johnson,173.24363,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Give and Go,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Florence + The Machine,Logged In,Sara,F,5,Johnson,258.55955,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Cosmic Love,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Three Drives,Logged In,Sara,F,6,Johnson,411.6371,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Greece 2000,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Jonas Brothers,Logged In,Sara,F,7,Johnson,192.36526,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Sorry,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Tevin Campbell,Logged In,Sara,F,8,Johnson,293.04118,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Round And Round (Soul Mix Edit),200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Sting,Logged In,Sara,F,9,Johnson,257.12281,paid,"Winston-Salem, NC",PUT,NextSong,1.54081E+12,152,Windmills Of Your Mind,200,1.54126E+12,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
